"id","subject","topic","subtopic","title","rule_text","current_buzzwords_json","corrected_buzzwords_json"
"42a551d2-21de-4cb1-a9a6-7edcf505868f","Family Law","Marriage","Premarital Agreements","Permissible Scope of Premarital Agreements","A premarital agreement may generally address property rights, disposition of property on divorce or death, spousal support, and other financial matters, but provisions adversely affecting child support or child custody are not binding on the court.","[""property rights"",""spousal support"",""child support not binding"",""child custody not binding""]","[""property rights"",""spousal support"",""child support not binding"",""child custody not binding""]"
"ff754152-fb04-49d9-85d3-fecb95fab2e0","Family Law","Marriage","","Premarital and Separation Agreements","Premarital and separation agreements are enforceable if voluntary, supported by full disclosure, and not unconscionable; courts review child-related provisions.","[""prenup"",""separation agreement"",""full disclosure"",""voluntary"",""unconscionable""]","[""prenup"",""separation agreement"",""full disclosure"",""voluntary"",""unconscionable""]"
"611fe299-38f2-476f-b7b3-957bf6dc86d6","Family Law","Marital Property","Division at Divorce","Professional Degree or License","A professional degree or license itself is generally not marital property, but the supporting spouse's contributions may be considered in equitable distribution or support awards.","[""professional degree"",""license"",""not marital property"",""contributions""]","[""professional degree"",""license"",""not marital property"",""contributions""]"
"a9d8ac22-102b-4edf-b3d6-a3d963d1df8f","Family Law","Property Division","","Property Division — Equitable Distribution vs Community Property","Equitable distribution divides marital property fairly but not necessarily equally, while community property states divide marital property equally.","[""equitable distribution"",""community property"",""fairness""]","[""equitable distribution"",""community property"",""fairness""]"
"b7ead920-fce6-4cde-9084-1da7a3070a6c","Family Law","Property Division","","Property Division — Marital vs Separate Property","Marital property includes assets acquired during marriage, while separate property includes premarital assets, gifts, and inheritances unless transmuted.","[""marital property"",""separate property"",""commingling"",""transmutation""]","[""marital property"",""separate property"",""commingling"",""transmutation""]"
"a3c84bd1-a1f9-45c3-845e-b617351d5081","Family Law","Property Division","","Putative Spouse Doctrine","A putative spouse is entitled to marital protections when a party has a good faith belief in the validity of the marriage.","[""putative spouse"",""good faith belief"",""invalid marriage""]","[""putative spouse"",""good faith belief"",""invalid marriage""]"
"1b20871f-9098-42aa-903e-c8d0ceeedb39","Family Law","Marriage","Requirements for a Valid Marriage","Putative Spouse Doctrine","A putative spouse is a person who participated in a marriage ceremony in good faith belief that the marriage was valid, and some jurisdictions grant such a person certain marital rights despite the marriage's invalidity.","[""putative spouse"",""good faith belief"",""marital rights""]","[""putative spouse"",""good faith belief"",""marital rights""]"
"7291ea56-e1c1-481e-b0d4-19d11e28c9d0","Family Law","Interstate Child Support","Support Enforcement","Registration for Enforcement","A support order may be registered in another state for enforcement, and once confirmed, it is enforceable in the same manner as a local order, subject to limited defenses to registration.","[""register support order"",""confirmed"",""enforce as local order""]","[""register support order"",""confirmed"",""enforce as local order""]"
"8ea0d8a5-b4f8-4da4-97a9-d7612621e923","Family Law","Child Custody","Custody Determinations","Relocation of Custodial Parent","In relocation disputes, courts balance the relocating parent's reasons, the effect on the child's relationship with the other parent, the feasibility of preserving that relationship, and the child's best interests under the governing statute or case law.","[""relocation"",""best interests"",""relationship with other parent""]","[""relocation"",""best interests"",""relationship with other parent""]"
"03b96eb4-8a99-465e-b92b-fd85349b4114","Family Law","Divorce","Jurisdiction and Procedure","Residency Requirement for Divorce","A state court may grant a divorce if the filing spouse satisfies the state's residency or domicile requirement, which is usually established by physical presence and intent to remain.","[""residency"",""domicile"",""physical presence"",""intent to remain""]","[""residency"",""domicile"",""physical presence"",""intent to remain""]"
"3a16e924-e0cc-4b16-931b-47e250928b46","Family Law","Marital Property","Division at Divorce","Retirement Benefits","Retirement benefits earned during marriage are generally marital or community property to the extent accrued during the marriage and may be divided directly or by deferred distribution methods, often through a QDRO for certain plans.","[""retirement benefits"",""earned during marriage"",""QDRO""]","[""retirement benefits"",""earned during marriage"",""QDRO""]"
"6abb7b1f-e87e-4f07-a3fb-1d77a6118c8b","Family Law","Marital Property","Classification of Property","Separate Property","Separate property generally includes property owned before marriage, and property acquired during marriage by gift, devise, descent, or sometimes personal injury damages allocated to personal suffering, unless transmuted or commingled.","[""separate property"",""before marriage"",""gift"",""devise"",""descent""]","[""separate property"",""before marriage"",""gift"",""devise"",""descent""]"
"7787201e-288f-451f-9056-e8fbbce1f6cd","Family Law","Interstate Child Custody","Jurisdiction","Significant-Connection Jurisdiction","If no state qualifies as the home state or the home state declines jurisdiction, a state may exercise jurisdiction when the child and at least one parent have a significant connection with the state beyond mere physical presence and substantial evidence concerning the child's care, protection, training, and relationships is available there.","[""significant connection"",""substantial evidence""]","[""significant connection"",""substantial evidence""]"
"02be3915-90cf-4011-b11e-1c893ebe4357","Family Law","Child Support","","Spousal Support (Alimony)","Spousal support may be awarded and modified based on factors including need, ability to pay, duration of marriage, and a substantial change in circumstances.","[""alimony"",""need"",""ability to pay"",""modification""]","[""alimony"",""need"",""ability to pay"",""modification""]"
"717293c8-9f54-48e9-a945-fa403a3cd087","Family Law","Spousal Support","Alimony","Spousal Support Factors","Courts consider factors such as need, ability to pay, duration of the marriage, standard of living during marriage, age and health, earning capacities, contributions to the marriage, and the time needed for education or training.","[""need"",""ability to pay"",""duration of marriage"",""standard of living"",""earning capacities""]","[""need"",""ability to pay"",""duration of marriage"",""standard of living"",""earning capacities""]"
"a8d0e69c-a351-4811-90fb-bb8f8d642dcc","Family Law","Child Support","Support Obligations","Support and Visitation Are Independent","A parent's duty to pay child support is independent of the other parent's duty to permit visitation, so denial of visitation generally does not excuse support payments, and nonpayment does not justify denying visitation absent court order.","[""independent duties"",""support not excused by denied visitation""]","[""independent duties"",""support not excused by denied visitation""]"
"d3243d43-bc93-478f-8f42-274d8d99e2d2","Family Law","Parentage","Parent-Child Relationship","Surrogacy","Surrogacy agreements are governed by statute where authorized; enforceability and legal parentage depend on compliance with statutory requirements, public policy, and judicial approval where required.","[""surrogacy"",""statutory requirements"",""judicial approval""]","[""surrogacy"",""statutory requirements"",""judicial approval""]"
